city,name,institute,cadre,duration_weeks,idno,training_name,year
Hyderabad           ,Shri Davinder Kumar,Sardar Vallabhbahi Patel National Police Academy                           ,Assam Meghalaya,1,01AM019000,Terrorism/Violence,1988-1989
,Shri Davinder Kumar,CMC,Assam Meghalaya,1,01AM019000,MIS & Computer Appl. in Govt Level-I,1989-1990
Jaipur              ,Shri Davinder Kumar,HCM Rajasthan State Institute of Public Administration                     ,Assam Meghalaya,3,01AM019000,Junior Level 1982-19 85,1991-1992
Nainital,Shri Davinder Kumar,Uttarakhand  Academy of Administration,Assam Meghalaya,2,01AM019000,Middle Level - 1984-90 Batches,2000-2001
Bangalore,Shri Davinder Kumar,National Law School of India University,Assam Meghalaya,1,01AM019000,Administrative Law,2001-2002
New Delhi           ,Shri Davinder Kumar,Institute of Defence Study & Analysis                                      ,Assam Meghalaya,1,01AM019000,India and the World,2003-2004
New Delhi,Shri K V Eapen,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM019400,International Trade,1989-1990
Thiruvananthapuram  ,Shri K V Eapen,Institute of Management in Government                                      ,Assam Meghalaya,3,01AM019400,Junior Level 1982-19 85,1991-1992
Mussoorie,Shri K V Eapen,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,3,01AM019400,Middle Level - 1979- 85 Batches,1995-1996
New Delhi           ,Shri K V Eapen,National Informatics Centre                                                ,Assam Meghalaya,1,01AM019400,MS Office 97 and Internet  Applications,1999-2000
New Delhi,Shri K V Eapen,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM019400,Advanced course on WTO,2001-2002
New Delhi,Shri K V Eapen,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM019400,Advanced Course on WTO,2002-2003
Chennai             ,Shri K V Eapen,National Institute of Port Management                                      ,Assam Meghalaya,1,01AM019400,Infrastructure Development and Financing,2005-2006
New Delhi           ,Shri Rajiv Kumar Bora,Indian Institute of Public Administration                                  ,Assam Meghalaya,1,01AM019700,Development Admn.,1989-1990
Nainital,Shri Rajiv Kumar Bora,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM019700,Junior Level Programme,1992-1993
Bangalore,Shri Rajiv Kumar Bora,Indian Institute of Management,Assam Meghalaya,2,01AM019700,Middle Level - 1984-90 Batches,2000-2001
Mussoorie,Shri Rajiv Kumar Bora,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM019700,Senior Level (17-20 years service),2005-2006
Hyderabad,Shri Rajiv Kumar Bora,Administrative Staff College of India,Assam Meghalaya,1,01AM019700,Public Private Partnership,2010-2011
Gurgaon,Shri Sumeet Jerath,Management Development Institute,Assam Meghalaya,1,01AM020200,Develop. Banking & Insttl. Credit,1989-1990
Gurgaon             ,Shri Sumeet Jerath,Haryana Institute of Public Administration                                 ,Assam Meghalaya,3,01AM020200,Junior Level - 1985- 88 Batches,1994-1995
Mussoorie,Shri Sumeet Jerath,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM020200,Middle Level - 1985 - 91 Batches,2001-2002
New Delhi,Shri Sumeet Jerath,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM020200,WTO & New Trade Regime,2009-2010
,Shri V S Bhaskar,NIUA,Assam Meghalaya,1,01AM019800,Urban Development,1989-1990
Mysore,Shri V S Bhaskar,Administrative Training Institute,Assam Meghalaya,3,01AM019800,Junior Level Programme,1992-1993
Hyderabad,Shri V S Bhaskar,Administrative Staff College of India,Assam Meghalaya,2,01AM019800,Middle Level - 1985 - 91 Batches,2001-2002
Hyderabad,Shri V S Bhaskar,Administrative Staff College of India,Assam Meghalaya,2,01AM019800,Senior Level (17-20 years service),2005-2006
Hyderabad           ,Shri V S Bhaskar,Dr. MCR HRD Institute of Andhra Pradesh                                    ,Assam Meghalaya,1,01AM019800,E-Governance,2006-2007
New Delhi           ,Shri Prashant Naik,National Institute of Health and Family Welfare                            ,Assam Meghalaya,1,01AM019300,Health & Family Welfare,1988-1989
Hyderabad           ,Shri Prashant Naik,Dr. MCR HRD Institute of Andhra Pradesh                                    ,Assam Meghalaya,1,01AM019300,MIS & Computer Appl. in Govt Level-I,1989-1990
Mysore,Shri Prashant Naik,Administrative Training Institute,Assam Meghalaya,3,01AM019300,Junior Level 1982-19 85,1991-1992
Lucknow             ,Shri Prashant Naik,Indian Institute of Management                                             ,Assam Meghalaya,2,01AM019300,Middle Level - 1982-88 Batches,1998-1999
Mussoorie,Shri Prashant Naik,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,1,01AM019300,Ethical Issues in Today's Administr ation,2001-2002
Bangalore,Shri Prashant Naik,National Institute of Advanced Studies,Assam Meghalaya,1,01AM019300,Disaster Management,2003-2004
Hyderabad,Shri Prashant Naik,Administrative Staff College of India,Assam Meghalaya,1,01AM019300,Public Private Partnership,2008-2009
Hyderabad           ,Shri M G V K Bhanu,Institute of Public Enterprise                                             ,Assam Meghalaya,1,01AM020300,Mgmt. of State Enterprises Level I,1989-1990
Nainital,Shri M G V K Bhanu,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM020300,Junior Level - 1984- 87 Batches,1993-1994
Hyderabad,Shri M G V K Bhanu,Administrative Staff College of India,Assam Meghalaya,1,01AM020300,Project Management- Basic,1996-1997
Calcutta            ,Shri M G V K Bhanu,Indian Institute of Management Calcutta                                    ,Assam Meghalaya,2,01AM020300,Middle Level - 1982-88 Batches,1998-1999
Hyderabad,Shri M G V K Bhanu,Administrative Staff College of India,Assam Meghalaya,2,01AM020300,Senior Level ( 17-20 years service),2005-2006
,Shri Sailesh,NIUA,Assam Meghalaya,1,01AM019900,Urban Development,1989-1990
Nainital,Shri Sailesh,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM019900,Junior Level Programme,1992-1993
Bangalore,Shri Sailesh,Indian Institute of Management,Assam Meghalaya,2,01AM019900,Middle Level - 1984-90 Batches,2000-2001
Hyderabad,Shri Sailesh,Administrative Staff College of India,Assam Meghalaya,2,01AM019900,Senior Level (17-20 years service),2005-2006
New Delhi           ,Shri Hector Marwein,National Institute of Health and Family Welfare                            ,Assam Meghalaya,1,01AM020400,Health & Family Welfare,1989-1990
Guwahati            ,Shri Hector Marwein,Assam Administrative Staff College                                         ,Assam Meghalaya,3,01AM020400,Junior Level - 1985- 88 Batches,1994-1995
Bangalore,Shri Hector Marwein,Indian Institute of Management,Assam Meghalaya,1,01AM020400,Financial Management,2001-2002
Mussoorie,Shri Hector Marwein,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM020400,Senior Level-1982-85 Batches,2002-2003
Mussoorie,Shri Hector Marwein,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,1,01AM020400,Ethics & Values,2003-2004
New Delhi,Shri Hector Marwein,The Energy and Resources Institute (TERI),Assam Meghalaya,1,01AM020400,"Climate Change and State Preparedness: Impacts, Vulnerability and Adaptation",2012-2013
Calcutta            ,Shri Saraswati Prasad,Indian Institute of Management Calcutta                                    ,Assam Meghalaya,1,01AM020000,Mgmt. of State Enterprises Level I,1989-1990
Guwahati            ,Shri Saraswati Prasad,Assam Administrative Staff College                                         ,Assam Meghalaya,3,01AM020000,Junior Level - 1985- 88 Batches,1994-1995
New Delhi,Shri Saraswati Prasad,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM020000,WTO and the New Trade Regime,1999-2000
Bangalore,Shri Saraswati Prasad,National Law School of India University,Assam Meghalaya,1,01AM020000,Administrative Law,2003-2004
New Delhi,Shri Saraswati Prasad,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM020000,Advance Course on WTO & Related Matters,2010-2011
New Delhi,Shri Saraswati Prasad,The Energy and Resources Institute (TERI),Assam Meghalaya,1,01AM020000,"Climate Change and State Preparedness: Impacts, Vulnerability and Adaptation",2012-2013
,Shri Kumar Sanjay Krishna,CMC,Assam Meghalaya,1,01AM020500,MIS & Computer Appl. in Govt Level-I,1989-1990
Nainital,Shri Kumar Sanjay Krishna,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM020500,Junior Level - 1984- 87 Batches,1993-1994
Hyderabad,Shri Kumar Sanjay Krishna,Administrative Staff College of India,Assam Meghalaya,1,01AM020500,Re-struc. India's Economy and its Implications,1996-1997
Bangalore,Shri Kumar Sanjay Krishna,Indian Institute of Management,Assam Meghalaya,2,01AM020500,Middle Level - 1983-89 Batches,1999-2000
New Delhi,Shri Kumar Sanjay Krishna,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM020500,WTO and the New Trade Regime,2000-2001
Bangalore,Shri Kumar Sanjay Krishna,Indian Institute of Management,Assam Meghalaya,1,01AM020500,Quantitative Methods and Operational Research for Public Policy and Management,2007-2008
Hyderabad           ,Dr. Shreeranjan,Dr. MCR HRD Institute of Andhra Pradesh                                    ,Assam Meghalaya,1,01AM020100,MIS & Computer Appl. in Govt Level-I,1989-1990
Guwahati            ,Dr. Shreeranjan,Assam Administrative Staff College                                         ,Assam Meghalaya,3,01AM020100,Junior Level - 1985- 88 Batches,1994-1995
,Dr. Shreeranjan,VMNIC,Assam Meghalaya,1,01AM020100,Management of Co-ope ratives,1996-1997
Ahmedabad           ,Dr. Shreeranjan,Indian Institute of Management                                             ,Assam Meghalaya,2,01AM020100,Middle Level - 1984-90 Batches,2000-2001
Ahmedabad           ,Dr. Shreeranjan,Indian Institute of Management                                             ,Assam Meghalaya,2,01AM020100,Middle Level - 1984-90 Batches,2000-2001
New Delhi,Dr. Shreeranjan,The Energy and Resources Institute (TERI),Assam Meghalaya,1,01AM020100,Recent Advances in Biotechnology,2005-2006
Bangalore,Dr. Shreeranjan,Indian Institute of Management,Assam Meghalaya,1,01AM020100,Negotiating Strategies and Public Private Partnership,2008-2009
Nainital,Shri Sanjeeva Kumar,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM020600,Junior Level - 1986- 89 Batches,1995-1996
Mussoorie,Shri Sanjeeva Kumar,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM020600,Senior Level (17-20 years service),2004-2005
Mysore,Shri Nandan Singh Samant,Administrative Training Institute,Assam Meghalaya,3,01AM020700,Junior Level - 1985- 88 Batches,1994-1995
Calcutta            ,Shri Nandan Singh Samant,Indian Institute of Management Calcutta                                    ,Assam Meghalaya,2,01AM020700,Middle Level - 1983-89 Batches,1999-2000
Hyderabad,Shri Nandan Singh Samant,Administrative Staff College of India,Assam Meghalaya,1,01AM020700,WTO & the New Trade Regime,2001-2002
Bangalore,Shri Nandan Singh Samant,Indian Institute of Management,Assam Meghalaya,1,01AM020700,I T & E-Governance,2002-2003
Mussoorie,Shri Nandan Singh Samant,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM020700,Senior Level (17-20 years service),2004-2005
Ahmedabad           ,Shri Nandan Singh Samant,Indian Institute of Management                                             ,Assam Meghalaya,1,01AM020700,Infrastructure and Development Finance,2008-2009
New Delhi,Shri Nandan Singh Samant,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM020700,WTO and New Trade Regime,2010-2011
Nainital,Shri Ravi Capoor,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM020800,Junior Level - 1987- 90 Batches,1996-1997
Bangalore,Shri Ravi Capoor,Indian Institute of Management,Assam Meghalaya,2,01AM020800,Middle Level - 1984-90 Batches,2000-2001
Nainital,Shri Atul Chaturvedi,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM020900,Junior Level Programme,1992-1993
Nainital,Shri Atul Chaturvedi,Uttarakhand  Academy of Administration,Assam Meghalaya,1,01AM020900,Development & Environmental issues,1998-1999
Mussoorie,Shri Atul Chaturvedi,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM020900,Middle Level - 1984-90 Batches,2000-2001
Mussoorie,Shri Atul Chaturvedi,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM020900,Senior Level (17-20 years service),2005-2006
New Delhi,Shri Atul Chaturvedi,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM020900,Advance Course on WTO & Related Matters,2009-2010
Mysore,Shri Peter W Ingty,Administrative Training Institute,Assam Meghalaya,3,01AM021100,Junior Level - 1984- 87 Batches,1993-1994
Calcutta            ,Shri Peter W Ingty,Indian Institute of Management Calcutta                                    ,Assam Meghalaya,2,01AM021100,Middle Level - 1983-89 Batches,1999-2000
Ahmedabad           ,Shri Peter W Ingty,Indian Institute of Management                                             ,Assam Meghalaya,1,01AM021100,Infrastructure Development & Financing,2001-2002
Bangalore,Shri Peter W Ingty,Indian Institute of Management,Assam Meghalaya,1,01AM021100,Negotiating Strategies,2003-2004
Mussoorie,Shri Peter W Ingty,Lal Bahadur Shastri National Academy Of Administration,Assam Meghalaya,2,01AM021100,Senior Level (17-20 years service),2005-2006
New Delhi,Shri Peter W Ingty,Indian Institute of Foreign Trade,Assam Meghalaya,1,01AM021100,World Trade Organisation (WTO) & New Trade Regime,2011-2012
Nainital,Shri M C Jauhari,Uttarakhand  Academy of Administration,Assam Meghalaya,3,01AM021200,Junior Level - 1986- 89 Batches,1995-1996
Thiruvananthapuram  ,Shri M Srinivas Rao,Institute of Management in Government                                      ,Assam Meghalaya,3,01AM021300,Junior Level - 1986- 89 Batches,1995-1996
New Delhi,Shri M Srinivas Rao,The Energy and Resources Institute (TERI),Assam Meghalaya,1,01AM021300,Issues in Sustainable Development,1998-1999
Hyderabad,Shri M Srinivas Rao,Administrative Staff College of India,Assam Meghalaya,2,01AM021300,Middle Level - 1985 - 91 Batches,2001-2002
Hyderabad,Shri M Srinivas Rao,Administrative Staff College of India,Assam Meghalaya,1,01AM021300,Basic Course on WTO,2009-2010
Mysore,Shri Ram Mohan Mishra,Administrative Training Institute,Assam Meghalaya,3,01AM021600,Junior Level - 1984- 87 Batches,1993-1994
Bangalore,Shri Ram Mohan Mishra,Indian Institute of Management,Assam Meghalaya,2,01AM021600,Middle Level - 1984-90 Batches,2000-2001
Hyderabad,Shri Ram Mohan Mishra,Administrative Staff College of India,Assam Meghalaya,1,01AM021600,Advanced Course on WTO,2002-2003
Pune                ,Shri Ram Mohan Mishra,Tata Management Training Centre                                            ,Assam Meghalaya,1,01AM021600,E-Governance & its Benefits,2003-2004
Bangalore,Shri Ram Mohan Mishra,Indian Institute of Management,Assam Meghalaya,1,01AM021600,Quantitative Methods and Operational Research for Public Policy and Management,2004-2005
Bangalore,Shri Ram Mohan Mishra,Indian Institute of Management,Assam Meghalaya,1,01AM021600,Negotiating Stretegies and Public Private Partnership,2007-2008
Ahmedabad           ,Shri Ram Mohan Mishra,Indian Institute of Management                                             ,Assam Meghalaya,1,01AM021600,Infrastructure Development and Financing,2009-2010
New Delhi,Shri Ram Mohan Mishra,IILM Institute for Integrated Learning in Management,Assam Meghalaya,1,01AM021600,Public Policy and Management,2011-2012
New Delhi,Shri Ram Mohan Mishra,IILM Institute for Integrated Learning in Management,Assam Meghalaya,1,01AM021600,Public Policy and Management,2012-2013
